item;description;procedure;units;units_specification;value_cent;anaesthetic_units;anaesthetic_units_specification;anaesthetic_value_cent;category;sub_category;sub_sub_category;sub_sub_sub_category;note;tariff
1833;Child under 14 years;UMBILICAL HERNIA;6000;;107420;400;T;37840;9 HERNIAE;;;;;namaf_orthopaedic_surgeons_2020
1835;Incisional hernia;UMBILICAL HERNIA;16000;;286450;400;T;37840;9 HERNIAE;;;;;namaf_orthopaedic_surgeons_2020
1836;Implantation of mesh or other prosthesis for incisional hernia (List separately in addition to item for the incisional or ventral hernia repair);UMBILICAL HERNIA;6780;;121390;400;T;37840;9 HERNIAE;;;;;namaf_orthopaedic_surgeons_2020
1837;Repair of omphalocele in new-born (one or more procedures);UMBILICAL HERNIA;27500;;492350;700;T;66230;9 HERNIAE;;;;;namaf_orthopaedic_surgeons_2020
1839;Renal biopsy, per kidney, open;;7100;;127120;500;T;47300;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1841;Renal biopsy (needle);;3000;;53710;300;T;28380;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1843;First day;PERITONEAL DIALYSIS;3300;;59080;0;;0;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1845;Every subsequent day;PERITONEAL DIALYSIS;3300;;59080;0;;0;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1847;Per hour or part thereof;HAEMODIALYSIS;2100;;37590;0;;0;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1849;Maximum: Eight hours;HAEMODIALYSIS;16800;;300780;0;;0;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1851;Thereafter per week;HAEMODIALYSIS;5500;;98470;0;;0;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1852;Continuous hemodiafiltration per day in intensive or high care unit;HAEMODIALYSIS;3300;;59080;0;;0;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1853;Primary nephrectomy;NEPHRECTOMY;22500;;402820;500;T;47300;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1855;Secondary nephrectomy;NEPHRECTOMY;26700;;478020;500;T;47300;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1857;Radical nephrectomy with regional lymphadenectomy for tumour;NEPHRECTOMY;28000;;501300;600;T;56760;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1859;Partial cystectomy with uretero-neo-cystostomy;NEPHRECTOMY;26700;;478020;500;T;47300;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1861;Symphysiotomy for horse-shoe kidney;NEPHRECTOMY;28700;;513830;600;T;56760;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1863;Nephro-ureterectomy;NEPHRECTOMY;30500;;546060;500;T;47300;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1865;Nephrotomy with drainage nephrostomy;NEPHRECTOMY;18900;;338370;600;T;56760;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1869;Nephrolithotomy;NEPHRECTOMY;22700;;406410;500;T;47300;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1870;Nephrolithotomy: Multiple calculi: repeat open operation + 25%;NEPHRECTOMY;28400;;508460;0;;0;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1871;Staghorn stone – surgical;NEPHRECTOMY;34100;;610510;600;T;56760;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1873;Suture renal laceration (renorraphy);NEPHRECTOMY;19300;;345530;600;T;56760;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1875;Percutaneous aspiration cyst: Nephrostomy, pyelostomy;NEPHRECTOMY;3400;;60870;300;T;28380;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1877;Operation for renal cyst: Marsupialisation or excision;NEPHRECTOMY;18900;;338370;500;T;47300;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1879;Closure renal fistula;NEPHRECTOMY;18900;;338370;500;T;47300;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1881;Pyeloplasty;NEPHRECTOMY;25200;;451170;500;T;47300;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1883;Pyelostomy;NEPHRECTOMY;18900;;338370;500;T;47300;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1885;Pyelolithotomy;NEPHRECTOMY;18900;;338370;500;T;47300;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1887;Complicated pyelolithotomy (e.g. solitary, ectopic, horse-shoe kidney or secondary operation);NEPHRECTOMY;22300;;399240;500;T;47300;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1889;Nephrectomy for Allograft: Living or dead;NEPHRECTOMY;25500;;456530;500;T;47300;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1891;Perinephric abscess or renal abscess: Drainage;NEPHRECTOMY;20000;;358070;700;T;66230;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1893;Aberrant renal vessels: Repositioning with pyeloplasty;NEPHRECTOMY;21000;;375980;500;T;47300;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1894;Auto transplantation of kidney;NEPHRECTOMY;42000;;751950;1000;T;94610;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1895;Allo transplantation of kidney;NEPHRECTOMY;42000;;751950;1000;T;94610;10 URINARY SYSTEM;10.1 Kidney;;;;namaf_orthopaedic_surgeons_2020
1897;Ureterorrhaphy: Suture of ureter;;14700;;263180;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1898;Lumbar approach;;18900;;338370;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1899;Ureteroplasty;;18100;;324060;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1901;Ureterolysis;;11800;;211270;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1902;Lumbar approach;;18900;;338370;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1903;Ureterectomy only;;13700;;245280;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1905;Ureterolithotomy;;13700;;245280;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1907;Unilateral;CUTANEOUS URETEROSTOMY;10800;;193360;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1909;Bilateral;CUTANEOUS URETEROSTOMY;18900;;338370;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1911;Unilateral;URETERO-ENTEROSTOMY;13700;;245280;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1913;Bilateral;URETERO-ENTEROSTOMY;24000;;429680;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1915;Uretero-ureterostomy;URETERO-ENTEROSTOMY;13700;;245280;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1917;Transuretero-ureterostomy;URETERO-ENTEROSTOMY;15500;;277500;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1919;Closure of ureteric fistula;URETERO-ENTEROSTOMY;14700;;263180;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1921;Immediate deligation of ureter;URETERO-ENTEROSTOMY;14700;;263180;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1923;Ureterolysis for retrocaval ureter with anastomosis;URETERO-ENTEROSTOMY;16800;;300780;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1925;Uretero-pyelostomy;URETERO-ENTEROSTOMY;25200;;451170;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1927;Unilateral;URETERO-NEO-CYSTOSTOMY;16800;;300780;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1929;Bilateral;URETERO-NEO-CYSTOSTOMY;29400;;526360;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1931;With Boariplasty;URETERO-NEO-CYSTOSTOMY;19700;;352700;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1933;Uretero-sigmoidostomy with rectal bladder and colostomy;URETERO-NEO-CYSTOSTOMY;25200;;451170;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1935;Uretero-ileal conduit;URETERO-NEO-CYSTOSTOMY;38800;;694660;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1937;Unilateral;REPLACEMENT OF URETER BY BOWEL SEGMENT;27700;;495930;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1939;Bilateral;REPLACEMENT OF URETER BY BOWEL SEGMENT;48500;;868320;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1941;Unilateral;URETEROSTOMY-IN-SITU;10000;;179030;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1943;Bilateral;URETEROSTOMY-IN-SITU;17500;;313310;500;T;47300;10 URINARY SYSTEM;10.2 Ureter;;;;namaf_orthopaedic_surgeons_2020
1945;Instillation of radio-opaque material for cystography or urethrocystography;URETEROSTOMY-IN-SITU;500;;8950;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1947;Instillation of anti-carcinogenic agent including retention time, but not cost of material or hydrodilatation of bladder;URETEROSTOMY-IN-SITU;1000;;17910;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1949;Cystoscopy: Hospital equipment;URETEROSTOMY-IN-SITU;4400;;78780;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1951;And retrograde pyelography or retrograde ureteral catheterisation: Unilateral or bilateral;URETEROSTOMY-IN-SITU;0;+;17910;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1952;J J Stent catheter;URETEROSTOMY-IN-SITU;0;+;78780;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1953;With hydrodilatation of the bladder for interstitial cystitis;URETEROSTOMY-IN-SITU;0;+;8950;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1954;Urethroscopy;URETEROSTOMY-IN-SITU;0;+;62660;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1955;And bilateral ureteric catheterisation with differential function studies requiring additional attention time;URETEROSTOMY-IN-SITU;0;+;62660;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1957;With dilatation of the ureter or ureters;URETEROSTOMY-IN-SITU;0;+;44760;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1959;With manipulation of ureteral calculus;URETEROSTOMY-IN-SITU;0;+;35800;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1961;With removal of foreign body or calculus from urethra or bladder;URETEROSTOMY-IN-SITU;0;+;35800;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1963;With fulguration or treatment of minor lesions, with or without biopsy;URETEROSTOMY-IN-SITU;0;+;26860;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1964;And control of haemorrhage and blood clot evacuation;URETEROSTOMY-IN-SITU;0;+;26860;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1965;And catheterisation of the ejaculatory duct;URETEROSTOMY-IN-SITU;0;+;17910;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1967;With ureteric meatotomy: Unilateral or bilateral;URETEROSTOMY-IN-SITU;0;+;26860;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1969;And cold biopsy;URETEROSTOMY-IN-SITU;0;+;26860;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1971;With cryosurgery for bladder or prostatic disease;URETEROSTOMY-IN-SITU;0;+;98470;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1973;With incision fulguration, or resection of bladderneck and/or posterior urethra for congenital valves or obstructive hypertrophic bladderneck in a child;URETEROSTOMY-IN-SITU;0;+;62660;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1975;Ultraviolet cystoscopy for bladder tumour;URETEROSTOMY-IN-SITU;6000;;107420;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1976;Optic urethrotomy;URETEROSTOMY-IN-SITU;8000;;143230;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1977;Transuretheral resection of ejaculatory duct;URETEROSTOMY-IN-SITU;5000;;89520;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1979;Female;INTERNAL URETHROTOMY;5000;;89520;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1981;Male;INTERNAL URETHROTOMY;5000;;89520;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1983;Transuretheral resection of bladder tumour;INTERNAL URETHROTOMY;10000;;179030;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1984;Transuretheral resection of bladder tumours: Large multiple tumours;INTERNAL URETHROTOMY;11500;;205890;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1985;Female or child;TRANSURETHERAL RESECTION OF BLADDERNECK;10500;;187990;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1986;Male;TRANSURETHERAL RESECTION OF BLADDERNECK;12500;;223790;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1987;Litholapaxy;TRANSURETHERAL RESECTION OF BLADDERNECK;8000;;143230;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1989;Cystometrogram;TRANSURETHERAL RESECTION OF BLADDERNECK;2500;;44760;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1991;Flowmetric bladder, studies with videocystograph;TRANSURETHERAL RESECTION OF BLADDERNECK;4000;;71620;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1992;Without videocystograph;TRANSURETHERAL RESECTION OF BLADDERNECK;2500;;44760;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1993;Voiding cysto-urethrogram;TRANSURETHERAL RESECTION OF BLADDERNECK;2100;;37590;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1994;Rigiscan examination;TRANSURETHERAL RESECTION OF BLADDERNECK;6600;;118160;0;;0;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1995;Percutaneous aspiration of bladder;TRANSURETHERAL RESECTION OF BLADDERNECK;1000;;17910;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1996;Bladder catheterisation - male (not at operation);TRANSURETHERAL RESECTION OF BLADDERNECK;600;;10740;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1997;Bladder catheterisation - female (not at operation);TRANSURETHERAL RESECTION OF BLADDERNECK;300;;5370;0;;0;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
1999;Percutaneous cystostomy;TRANSURETHERAL RESECTION OF BLADDERNECK;2400;;42970;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2001;After previous urinary diversion;TOTAL CYSTECTOMY;29400;;526360;800;T;75690;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2003;With conduit construction and ureteric anastomosis;TOTAL CYSTECTOMY;42000;;751950;800;T;75690;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2005;Cystectomy with substitute bowel bladder construction with anastomosis to urethra or trigone;TOTAL CYSTECTOMY;65000;;1163730;800;T;75690;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2006;Cystectomy with continent urinary diversion (e.g. Kocks Pouch);TOTAL CYSTECTOMY;70000;;1253240;800;T;75690;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2007;Partial cystectomy;TOTAL CYSTECTOMY;14700;;263180;600;T;56760;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2008;Continent urinary diversion without cystectomy (e.g. Kocks Pouch);TOTAL CYSTECTOMY;60000;;1074210;800;T;75690;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2009;Radical total cystectomy with block dissection, ileal conduit and transplantation of ureters;TOTAL CYSTECTOMY;46200;;827140;800;T;75690;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2010;Reversion of temporary conduit;TOTAL CYSTECTOMY;36000;;644520;800;T;75690;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2011;Partial cystectomy with uretero-neo-cystostomy;TOTAL CYSTECTOMY;20200;;361650;600;T;56760;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2012;Reversion of conduit with major urinary tract reconstruction;TOTAL CYSTECTOMY;60000;;1074210;800;T;75690;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2013;Diverticulectomy (independent procedure): Multiple or single;TOTAL CYSTECTOMY;13700;;245280;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2015;Suprapubic cystostomy;TOTAL CYSTECTOMY;6700;;119950;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2016;Abdomino-neo-urethrostomy;TOTAL CYSTECTOMY;25200;;451170;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2017;Open loop fulguration or excision of bladder tumour;TOTAL CYSTECTOMY;10100;;180830;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2019;Operation for vesico-vaginal or urethra- vaginal fistula;TOTAL CYSTECTOMY;15500;;277500;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2020;Repair of vesico vaginal fistula: Abdominal approach;TOTAL CYSTECTOMY;25500;;456530;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2021;Vesico-plication (Hamilton Stewart);TOTAL CYSTECTOMY;11800;;211270;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2023;Vesico-urethrapexy for correction or urinary incontinence: Abdominal approach;TOTAL CYSTECTOMY;15000;;268560;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2025;Vesico-urethrapexy with rectus sling;TOTAL CYSTECTOMY;16700;;298990;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2027;Unilateral;OPEN OPERATION FOR URETEROCELE;11800;;211270;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2029;Bilateral;OPEN OPERATION FOR URETEROCELE;20700;;370600;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2031;Initial;ECONSTRUCTION OF ECTOPIC BLADDER EXCLUSIVE OF ORTHOPAEDIC OPERATION (IF REQUIRED);26400;;472650;800;T;75690;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2033;Subsequent;ECONSTRUCTION OF ECTOPIC BLADDER EXCLUSIVE OF ORTHOPAEDIC OPERATION (IF REQUIRED);5300;;94880;800;T;75690;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2035;Cutaneous vesicostomy;ECONSTRUCTION OF ECTOPIC BLADDER EXCLUSIVE OF ORTHOPAEDIC OPERATION (IF REQUIRED);11800;;211270;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2037;Cystoplasty, cysto-urethraplasty, vesicolysis;ECONSTRUCTION OF ECTOPIC BLADDER EXCLUSIVE OF ORTHOPAEDIC OPERATION (IF REQUIRED);12600;;225580;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2039;Operation for ruptured bladder;ECONSTRUCTION OF ECTOPIC BLADDER EXCLUSIVE OF ORTHOPAEDIC OPERATION (IF REQUIRED);13700;;245280;600;T;56760;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2041;Enterocystoplasty;ECONSTRUCTION OF ECTOPIC BLADDER EXCLUSIVE OF ORTHOPAEDIC OPERATION (IF REQUIRED);18900;;338370;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2043;Cysto-lithotomy;ECONSTRUCTION OF ECTOPIC BLADDER EXCLUSIVE OF ORTHOPAEDIC OPERATION (IF REQUIRED);6700;;119950;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2045;Excision of patent-urachus or urachal cyst;ECONSTRUCTION OF ECTOPIC BLADDER EXCLUSIVE OF ORTHOPAEDIC OPERATION (IF REQUIRED);11200;;200520;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2047;Drainage of perivesical or prevesical abscess;ECONSTRUCTION OF ECTOPIC BLADDER EXCLUSIVE OF ORTHOPAEDIC OPERATION (IF REQUIRED);6400;;114580;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2049;Other than post-operative;EVACUATION OF CLOTS FROM BLADDER;4000;;71620;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2050;Post-operative;EVACUATION OF CLOTS FROM BLADDER;0;;0;400;T;37840;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2051;Simple bladder lavage: Including catheterisation;EVACUATION OF CLOTS FROM BLADDER;1200;;21490;300;T;28380;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2053;Male;BLADDER NECK PLASTY;13700;;245280;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2057;Female;BLADDER NECK PLASTY;13700;;245280;500;T;47300;10 URINARY SYSTEM;10.3 Bladder;;;;namaf_orthopaedic_surgeons_2020
2059;Male;OPEN BIOPSY OF URETHRA;4500;;80570;300;T;28380;10 URINARY SYSTEM;10.4 Urethra;;;;namaf_orthopaedic_surgeons_2020
2061;Female;OPEN BIOPSY OF URETHRA;4500;;80570;300;T;28380;10 URINARY SYSTEM;10.4 Urethra;;;;namaf_orthopaedic_surgeons_2020
2063;Initial (male);DILATATION OF URETHRAL STRICTURE: BY PASSAGE SOUND;2000;;35800;300;T;28380;10 URINARY SYSTEM;10.4 Urethra;;;;namaf_orthopaedic_surgeons_2020
2065;Subsequent (male);DILATATION OF URETHRAL STRICTURE: BY PASSAGE SOUND;1000;;17910;300;T;28380;10 URINARY SYSTEM;10.4 Urethra;;;;namaf_orthopaedic_surgeons_2020
2067;By passage of filiform and follower (male);DILATATION OF URETHRAL STRICTURE: BY PASSAGE SOUND;2000;;35800;300;T;28380;10 URINARY SYSTEM;10.4 Urethra;;;;namaf_orthopaedic_surgeons_2020
2069;Dilatation of female urethra;DILATATION OF URETHRAL STRICTURE: BY PASSAGE SOUND;500;;8950;300;T;28380;10 URINARY SYSTEM;10.4 Urethra;;;;namaf_orthopaedic_surgeons_2020
2071;Urethrorraphy: Suture of urethral wound or injury;DILATATION OF URETHRAL STRICTURE: BY PASSAGE SOUND;13900;;248860;400;T;37840;10 URINARY SYSTEM;10.4 Urethra;;;;namaf_orthopaedic_surgeons_2020
2073;External urethrotomy: Pendulous urethra (anterior);DILATATION OF URETHRAL STRICTURE: BY PASSAGE SOUND;6700;;119950;300;T;28380;10 URINARY SYSTEM;10.4 Urethra;;;;namaf_orthopaedic_surgeons_2020
2075;First stage;URETHRAPLASTY: PENDULOUS URETHRA;7100;;127120;400;T;37840;10 URINARY SYSTEM;10.4 Urethra;;;;namaf_orthopaedic_surgeons_2020
2077;Second stage;URETHRAPLASTY: PENDULOUS URETHRA;14500;;259600;400;T;37840;10 URINARY SYSTEM;10.4 Urethra;;;;namaf_orthopaedic_surgeons_2020
2079;Reconstruction of female urethra;URETHRAPLASTY: PENDULOUS URETHRA;14700;;263180;400;T;37840;10 URINARY SYSTEM;10.4 Urethra;;;;namaf_orthopaedic_surgeons_2020
